Reference Code,PPAs,Description,Expected Result,Performance Indicator,Period of Implementation,PS,MOOE,CO,TOTAL,Person Responsible,Recommended Category
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
3000,Training Expenses,To finance training activities inside and outside the barangay.,"The SK Officials trained successfully. They apply the learnings in conducting training, workshops and seminars.",100% of SK Officials will learn and acquire more knowledge.,Janâ€“Dec 2024,,460000,,460000,SK Chairperson Rizza Mae Busboso,Capability Building
